100
0	1.520165	3.812629	0.888539	0.000000	0.000000
1	0.888539	3.435723	2.382758	0.000000	0.000000
2	2.382758	0.307497	1.705548	0.000000	0.000000
3	1.705548	3.563466	3.131527	0.000000	0.000000
4	3.131527	0.086228	1.521256	0.000000	0.000000
5	1.521256	3.794851	2.424355	0.000000	0.000000
6	2.424355	1.892278	3.731125	0.000000	0.000000
7	3.731125	0.603505	2.240064	0.000000	0.000000
8	2.240064	3.256890	3.173416	0.000000	0.000000
9	3.173416	2.923186	1.141963	0.000000	0.000000
10	1.141963	0.443352	1.573404	0.000000	0.000000
11	1.573404	1.331890	2.424770	0.000000	0.000000
12	2.424770	3.714648	1.351959	0.000000	0.000000
13	1.351959	1.420197	1.747017	0.000000	0.000000
14	1.747017	0.551724	3.444130	0.000000	0.000000
15	3.444130	2.072979	3.794928	0.000000	0.000000
16	3.794928	0.497334	3.808709	0.000000	0.000000
17	3.808709	0.228459	0.587475	0.000000	0.000000
18	0.587475	2.468523	0.350446	0.000000	0.000000
19	0.350446	1.641939	0.281327	0.000000	0.000000
20	0.281327	2.783902	0.024837	0.000000	0.000000
21	0.024837	0.357306	3.204069	0.000000	0.000000
22	3.204069	2.782076	2.690799	0.000000	0.000000
23	2.690799	0.134035	1.740994	0.000000	0.000000
24	1.740994	1.881052	0.877417	0.000000	0.000000
25	0.877417	1.325182	3.808691	0.000000	0.000000
26	3.808691	1.120110	0.632243	0.000000	0.000000
27	0.632243	0.928818	2.059300	0.000000	0.000000
28	2.059300	1.516293	2.743248	0.000000	0.000000
29	2.743248	1.866739	2.350382	0.000000	0.000000
30	2.350382	2.148067	2.400867	0.000000	0.000000
31	2.400867	2.172903	3.783243	0.000000	0.000000
32	3.783243	1.376973	0.880267	0.000000	0.000000
33	0.880267	0.067771	3.397488	0.000000	0.000000
34	3.397488	1.808765	2.466432	0.000000	0.000000
35	2.466432	2.686181	3.608356	0.000000	0.000000
36	3.608356	2.494872	1.247613	0.000000	0.000000
37	1.247613	3.127115	3.115330	0.000000	0.000000
38	3.115330	1.186415	3.451570	0.000000	0.000000
39	3.451570	3.929663	1.429748	0.000000	0.000000
40	1.429748	2.280045	2.191829	0.000000	0.000000
41	2.191829	0.680913	3.311216	0.000000	0.000000
42	3.311216	0.464156	3.212678	0.000000	0.000000
43	3.212678	1.344423	3.248175	0.000000	0.000000
44	3.248175	0.741911	1.164724	0.000000	0.000000
45	1.164724	3.208343	0.406455	0.000000	0.000000
46	0.406455	2.816699	0.768295	0.000000	0.000000
47	0.768295	0.064312	2.058954	0.000000	0.000000
48	2.058954	3.179642	0.865905	0.000000	0.000000
49	0.865905	2.631212	1.539596	0.000000	0.000000
50	1.539596	0.060960	0.361353	0.000000	0.000000
51	0.361353	2.252789	1.356014	0.000000	0.000000
52	1.356014	1.564004	3.727647	0.000000	0.000000
53	3.727647	0.776682	2.167052	0.000000	0.000000
54	2.167052	0.024857	2.415221	0.000000	0.000000
55	2.415221	1.189581	1.349572	0.000000	0.000000
56	1.349572	1.596036	2.778795	0.000000	0.000000
57	2.778795	2.364331	3.335134	0.000000	0.000000
58	3.335134	0.423285	1.077888	0.000000	0.000000
59	1.077888	1.289190	2.750304	0.000000	0.000000
60	2.750304	2.828786	2.702766	0.000000	0.000000
61	2.702766	3.190139	3.336141	0.000000	0.000000
62	3.336141	0.546153	0.433671	0.000000	0.000000
63	0.433671	0.273800	2.875624	0.000000	0.000000
64	2.875624	2.440852	2.059488	0.000000	0.000000
65	2.059488	0.856074	0.451696	0.000000	0.000000
66	0.451696	2.205646	1.660602	0.000000	0.000000
67	1.660602	0.984441	2.933820	0.000000	0.000000
68	2.933820	0.319575	3.386680	0.000000	0.000000
69	3.386680	1.397462	2.470752	0.000000	0.000000
70	2.470752	0.147767	1.615783	0.000000	0.000000
71	1.615783	2.850533	3.013603	0.000000	0.000000
72	3.013603	2.186674	1.975427	0.000000	0.000000
73	1.975427	2.620345	1.713933	0.000000	0.000000
74	1.713933	1.495969	1.477297	0.000000	0.000000
75	1.477297	3.555457	2.430242	0.000000	0.000000
76	2.430242	0.007153	0.979223	0.000000	0.000000
77	0.979223	1.667755	1.892536	0.000000	0.000000
78	1.892536	0.601575	3.229133	0.000000	0.000000
79	3.229133	3.988255	1.854921	0.000000	0.000000
80	1.854921	2.459006	3.309495	0.000000	0.000000
81	3.309495	0.074789	3.954208	0.000000	0.000000
82	3.954208	3.088392	1.145075	0.000000	0.000000
83	1.145075	1.063819	2.609741	0.000000	0.000000
84	2.609741	2.777752	2.515260	0.000000	0.000000
85	2.515260	0.255049	3.276853	0.000000	0.000000
86	3.276853	2.685292	2.244092	0.000000	0.000000
87	2.244092	3.664515	2.195771	0.000000	0.000000
88	2.195771	1.557051	2.467026	0.000000	0.000000
89	2.467026	0.786184	0.135743	0.000000	0.000000
90	0.135743	2.641105	1.952227	0.000000	0.000000
91	1.952227	1.950601	2.619244	0.000000	0.000000
92	2.619244	1.904809	1.472935	0.000000	0.000000
93	1.472935	3.049884	2.946970	0.000000	0.000000
94	2.946970	1.659625	1.916975	0.000000	0.000000
95	1.916975	0.174885	0.442436	0.000000	0.000000
96	0.442436	3.451739	2.975050	0.000000	0.000000
97	2.975050	1.695830	3.175419	0.000000	0.000000
98	3.175419	3.891602	3.977362	0.000000	0.000000
99	3.977362	2.358628	3.202049	0.000000	0.000000
